Year;Club;Profit;League
2009;Sampdoria;-27.44;Serie A
2009;Siena;-7.05;Serie A
2009;Catania;6.8;Serie A
2009;Chievo Verona;-2;Serie A
2009;Bologna;-19.3;Serie A
2009;Reggina;2.83;Serie A
2009;Lecce;-6.65;Serie A
2009;Roma;-14.55;Serie A
2009;Paris Saint Germain;11.25;Ligue 1
2009;Lyon;-16.3;Ligue 1
2009;Marseille;-12.47;Ligue 1
2009;Lille;1.8;Ligue 1
2009;Bordeaux;-5.4;Ligue 1
2009;Toulouse;12.9;Ligue 1
2009;Rennes;-2.05;Ligue 1
2009;Auxerre;-5;Ligue 1
2009;Nice;15.65;Ligue 1
2009;Lorient;-3;Ligue 1
2009;Monaco;17.45;Ligue 1
2009;Valenciennes;2.4;Ligue 1
2009;Grenoble;-1.13;Ligue 1
2009;Sochaux;-0.75;Ligue 1
2009;Nancy;4.9;Ligue 1
2009;Le Mans;8.3;Ligue 1
2009;Saint Etienne;1.5;Ligue 1
2009;Caen;0.175;Ligue 1
2009;Nantes;-2;Ligue 1
2009;Le Havre;2.6;Ligue 1
2009;Bayern Munchen;10.9;Bundesliga
2009;Borussia Dortmund;-1.45;Bundesliga
2009;Wolfsburg;-28.57;Bundesliga
2009;Stuttgart;3.5;Bundesliga
2009;Hertha;-3.5;Bundesliga
2009;Hamburger;10.75;Bundesliga
2009;Hoffenheim;-11.83;Bundesliga
2009;Schalke;-6.75;Bundesliga
2009;Bayer Leverkusen;-6.25;Bundesliga
2009;Werder Bremen;-2.4;Bundesliga
2009;Hannover;-3.27;Bundesliga
2009;Koln;-6.4;Bundesliga
2009;Eintrach Frankfurt;-5.63;Bundesliga
2009;Bochum;-4.74;Bundesliga
2009;Borussia Mochengladbach;-10.88;Bundesliga
2009;Energie Cottbus;-1.88;Bundesliga
2009;Karlsruher;1;Bundesliga
2009;Arminia Bielefeld;-1.38;Bundesliga
2008;Arsenal;-2.08;Premier League
2008;Chelsea;-15.35;Premier League
2008;Manchester United;-59.9;Premier League
2008;Liverpool;-43.95;Premier League
2008;Manchester City;-67.39;Premier League
2008;Tottenham;-71.6;Premier League
2008;Everton;-22.75;Premier League
2008;Aston Villa;-7;Premier League
2008;Blackburn Rovers;-2.23;Premier League
2008;Portsmouth;-35.27;Premier League
2008;West Ham;-5.15;Premier League
2008;Newcastle;-6.15;Premier League
2008;Middlesbrough;-20.38;Premier League
2008;Wigan Athletic;-0.075;Premier League
2008;Sunderland;-61.12;Premier League
2008;Bolton Wanderers;-0.384;Premier League
2008;Fulham;-30.93;Premier League
2008;Reading;-6.4;Premier League
2008;Birmingham City;-20.83;Premier League
2008;Derby County;-17.44;Premier League
2008;Real Madrid;-75.6;La Liga
2008;Barcelona;-54.5;La Liga
2008;Atletico Madrid;-28.4;La Liga
2008;Sevilla;-7.9;La Liga
2008;Valencia;-64.55;La Liga
2008;Athletic Bilbao;-12.3;La Liga
2008;Racing;3.37;La Liga
2008;Mallorca;4.47;La Liga
2008;Almeria;-10.25;La Liga
2008;Deportivo La Coruna;14.05;La Liga
2008;Espanyol;1.75;La Liga
2008;Real Betis;-23.08;La Liga
2008;Getafe;-5;La Liga
2008;Real Valladolid;-1.9;La Liga
2008;Huelva;-7.34;La Liga
2008;Osasuna;13.1;La Liga
2008;Real Zaragoza;4.2;La Liga
2008;Real Murcia;-7.53;La Liga
2008;Levante;-4.3;La Liga
2008;Villareal;4.45;La Liga
2008;Inter;-27.56;Serie A
2008;Milan;-17.89;Serie A
2008;Juventus;-35.82;Serie A
2008;Torino;-9.46;Serie A
2008;Napoli;-43.45;Serie A
2008;Lazio;-3.41;Serie A
2008;Roma;-27.94;Serie A
2008;Fiorentina;5.32;Serie A
2008;Sampdoria;3.85;Serie A
2008;Udinese;8.46;Serie A
2008;Atalanta;7.58;Serie A
2008;Genoa;-6.92;Serie A
2008;Palermo;-6.22;Serie A
2008;Siena;-9.48;Serie A
2008;Cagliari;5.71;Serie A
2008;Reggina;10.22;Serie A
2008;Catania;-1.29;Serie A
2008;Empoli;9.93;Serie A
2008;Parma;-11.7;Serie A
2008;Livorno;0.445;Serie A
2008;Paris Saint Germain;-6.2;Ligue 1
2008;Lyon;6.6;Ligue 1
2008;Marseille;8.9;Ligue 1
2008;Lille;33.55;Ligue 1
2008;Bordeaux;-1.8;Ligue 1
2008;Rennes;12.65;Ligue 1
2008;Nice;7.6;Ligue 1
2008;Le Mans;6.75;Ligue 1
2008;Lorient;1.65;Ligue 1
2008;Caen;-2.7;Ligue 1
2008;Monaco;1.4;Ligue 1
2008;Valenciennes;-3.4;Ligue 1
2008;Sochaux;4.3;Ligue 1
2008;Auxerre;22.8;Ligue 1
2008;Toulouse;-5.8;Ligue 1
2008;Lens;-4.65;Ligue 1
2008;Strasbourg;0;Ligue 1
2008;Nancy;4.65;Ligue 1
2008;Saint Etienne;-1.45;Ligue 1
2008;Metz;6.9;Ligue 1
2008;Bayern Munchen;-57.05;Bundesliga
2008;Borussia Dortmund;-5.42;Bundesliga
2008;Wolfsburg;-16.3;Bundesliga
2008;Schalke;-3.3;Bundesliga
2008;Hamburger;-3.34;Bundesliga
2008;Stuttgart;-7;Bundesliga
2008;Bayer Leverkusen;-7.18;Bundesliga
2008;Hannover;-8.6;Bundesliga
2008;Eintrach Frankfurt;-2.85;Bundesliga
2008;Hertha;1.45;Bundesliga
2008;Karlsruher;-0.9;Bundesliga
2008;Bochum;-0.1;Bundesliga
2008;Energie Cottbus;2.68;Bundesliga
2008;Arminia Bielefeld;1.68;Bundesliga
2008;Nurnberg;-0.35;Bundesliga
2008;Hansa Rostock;-0.7;Bundesliga
2008;Duisburg;-2.65;Bundesliga
2008;Werder Bremen;-3.09;Bundesliga
2007;Arsenal;-2.08;Premier League
2007;Chelsea;-36.38;Premier League
2007;Manchester United;-9.2;Premier League
2007;Liverpool;-21.28;Premier League
2007;Manchester City;-2.3;Premier League
2007;Tottenham;-22.35;Premier League
2007;Everton;-15.4;Premier League
2007;Bolton Wanderers;-13.15;Premier League
2007;Reading;-9.23;Premier League
2007;Portsmouth;-7.85;Premier League
2007;Blackburn Rovers;-1.07;Premier League
2007;Aston Villa;-22.88;Premier League
2007;Middlesbrough;-6.63;Premier League
2007;Newcastle;-20.7;Premier League
2007;West Ham;-63.1;Premier League
2007;Fulham;-3.29;Premier League
2007;Wigan Athletic;-5.05;Premier League
2007;Sheffield United;-14.7;Premier League
2007;Charlton Atletic;-19.38;Premier League
2007;Watford;3.03;Premier League
2007;Real Madrid;-87.65;La Liga
2007;Barcelona;-17.8;La Liga
2007;Atletico Madrid;-51.43;La Liga
2007;Sevilla;-17.2;La Liga
2007;Valencia;-28.97;La Liga
2007;Athletic Bilbao;-13.6;La Liga
2007;Villareal;-25.74;La Liga
2007;Real Zaragoza;0.78;La Liga
2007;Huelva;-0.525;La Liga
2007;Getafe;8.24;La Liga
2007;Racing;-8.6;La Liga
2007;Mallorca;-9.4;La Liga
2007;Espanyol;-2.38;La Liga
2007;Deportivo La Coruna;-4.02;La Liga
2007;Osasuna;0;La Liga
2007;Levante;-3.85;La Liga
2007;Real Betis;15.26;La Liga
2007;Celta de Vigo;-4.75;La Liga
2007;Real Sociedad;-2.2;La Liga
2007;Gimnastic;-2.08;La Liga
2007;Inter;-16.51;Serie A
2007;Milan;15.93;Serie A
2007;Torino;-8.17;Serie A
2007;Lazio;-15.41;Serie A
2007;Roma;-1.6;Serie A
2007;Palermo;-6.8;Serie A
2007;Fiorentina;-26.43;Serie A
2007;Empoli;9.82;Serie A
2007;Atalanta;-0.82;Serie A
2007;Sampdoria;-10.17;Serie A
2007;Udinese;-1.49;Serie A
2007;Livorno;-1.63;Serie A
2007;Parma;17.8;Serie A
2007;Catania;0.64;Serie A
2007;Reggina;-0.1;Serie A
2007;Siena;-0.45;Serie A
2007;Cagliari;-0.7;Serie A
2007;Chievo Verona;5.03;Serie A
2007;Ascoli;1.63;Serie A
2007;Messina;1.73;Serie A
2007;Paris Saint Germain;-12.2;Ligue 1
2007;Lyon;17.38;Ligue 1
2007;Marseille;-1.55;Ligue 1
2007;Lille;-2.15;Ligue 1
2007;Toulouse;-2.1;Ligue 1
2007;Rennes;12.81;Ligue 1
2007;Lens;2.45;Ligue 1
2007;Bordeaux;-11.9;Ligue 1
2007;Sochaux;11.8;Ligue 1
2007;Auxerre;-10;Ligue 1
2007;Monaco;1.95;Ligue 1
2007;Saint Etienne;2.64;Ligue 1
2007;Le Mans;1.5;Ligue 1
2007;Nancy;-5;Ligue 1
2007;Lorient;0.65;Ligue 1
2007;Nice;-7.8;Ligue 1
2007;Valenciennes;-3.7;Ligue 1
2007;Troyes;-2.3;Ligue 1
2007;Sedan;-0.15;Ligue 1
2007;Nantes;1.2;Ligue 1
2007;Bayern Munchen;-21.5;Bundesliga
2007;Borussia Dortmund;4.75;Bundesliga
2007;Wolfsburg;-9.28;Bundesliga
2007;Stuttgart;-6.05;Bundesliga
2007;Schalke;2.92;Bundesliga
2007;Werder Bremen;-4.65;Bundesliga
2007;Bayer Leverkusen;8.27;Bundesliga
2007;Nurnberg;6.18;Bundesliga
2007;Hamburger;-7.67;Bundesliga
2007;Bochum;-0.45;Bundesliga
2007;Hertha;1.55;Bundesliga
2007;Hannover;3.23;Bundesliga
2007;Arminia Bielefeld;-0.675;Bundesliga
2007;Energie Cottbus;-0.36;Bundesliga
2007;Eintrach Frankfurt;-1.61;Bundesliga
2007;Mainz;-0.41;Bundesliga
2007;Alemannia;-0.85;Bundesliga
2007;Borussia Mochengladbach;-9.85;Bundesliga
2006;Arsenal;-21;Premier League
2006;Chelsea;-56.9;Premier League
2006;Manchester United;-23.9;Premier League
2006;Liverpool;-25.02;Premier League
2006;Manchester City;20.03;Premier League
2006;Tottenham;-11.06;Premier League
2006;Everton;-25.53;Premier League
2006;Blackburn Rovers;-6.7;Premier League
2006;Newcastle;-30.85;Premier League
2006;Bolton Wanderers;-6.2;Premier League
2006;West Ham;-21.04;Premier League
2006;Wigan Athletic;-10.15;Premier League
2006;Fulham;-1.93;Premier League
2006;Charlton Atletic;-3.39;Premier League
2006;Middlesbrough;-13.96;Premier League
2006;Aston Villa;-10.14;Premier League
2006;Portsmouth;-6.63;Premier League
2006;Birmingham City;-4.15;Premier League
2006;West Bromwich Albion;-6.23;Premier League
2006;Sunderland;-4.5;Premier League
2006;Real Madrid;-46.4;La Liga
2006;Barcelona;11;La Liga
2006;Atletico Madrid;-21.2;La Liga
2006;Sevilla;25.2;La Liga
2006;Valencia;-10.91;La Liga
2006;Athletic Bilbao;9;La Liga
2006;Osasuna;4.4;La Liga
2006;Celta de Vigo;-4.25;La Liga
2006;Villareal;-6.55;La Liga
2006;Deportivo La Coruna;19.18;La Liga
2006;Getafe;-1.2;La Liga
2006;Real Zaragoza;7.5;La Liga
2006;Mallorca;-4.75;La Liga
2006;Real Betis;-6.07;La Liga
2006;Espanyol;-9.53;La Liga
2006;Real Sociedad;1.3;La Liga
2006;Racing;1.15;La Liga
2006;Alaves;-1.4;La Liga
2006;Cadiz;-3.3;La Liga
2006;Malaga;0.48;La Liga
2006;Inter;-7.75;Serie A
2006;Milan;-21.5;Serie A
2006;Juventus;-16.36;Serie A
2006;Lazio;-4.6;Serie A
2006;Roma;6.08;Serie A
2006;Chievo Verona;0.95;Serie A
2006;Palermo;-12.35;Serie A
2006;Livorno;0.32;Serie A
2006;Parma;14.6;Serie A
2006;Empoli;0;Serie A
2006;Fiorentina;-24.31;Serie A
2006;Ascoli;-0.2;Serie A
2006;Udinese;19.35;Serie A
2006;Sampdoria;-0.5;Serie A
2006;Reggina;10.8;Serie A
2006;Cagliari;-3;Serie A
2006;Siena;-1.95;Serie A
2006;Messina;0.4;Serie A
2006;Lecce;1.5;Serie A
2006;Treviso;2.03;Serie A
2006;Paris Saint Germain;-5.78;Ligue 1
2006;Lyon;-6.2;Ligue 1
2006;Marseille;-1.48;Ligue 1
2006;Lille;-4.4;Ligue 1
2006;Bordeaux;7.02;Ligue 1
2006;Lens;-0.5;Ligue 1
2006;Auxerre;12.5;Ligue 1
2006;Rennes;-9.1;Ligue 1
2006;Nice;-4.5;Ligue 1
2006;Monaco;15.4;Ligue 1
2006;Le Mans;-3.05;Ligue 1
2006;Nancy;-3;Ligue 1
2006;Saint Etienne;-9.4;Ligue 1
2006;Nantes;-5.15;Ligue 1
2006;Sochaux;6.2;Ligue 1
2006;Toulouse;-11.4;Ligue 1
2006;Troyes;0.35;Ligue 1
2006;Ajaccio;-0.5;Ligue 1
2006;Strasbourg;2.6;Ligue 1
2006;Metz;-0.7;Ligue 1
2006;Bayern Munchen;-4.15;Bundesliga
2006;Borussia Dortmund;2.53;Bundesliga
2006;Wolfsburg;2.83;Bundesliga
2006;Werder Bremen;-4.19;Bundesliga
2006;Hamburger;-6.15;Bundesliga
2006;Schalke;-6.13;Bundesliga
2006;Bayer Leverkusen;1.57;Bundesliga
2006;Hertha;-0.425;Bundesliga
2006;Nurnberg;-2.19;Bundesliga
2006;Stuttgart;17.45;Bundesliga
2006;Borussia Mochengladbach;-2.75;Bundesliga
2006;Mainz;0.59;Bundesliga
2006;Hannover;-5.05;Bundesliga
2006;Arminia Bielefeld;-0.075;Bundesliga
2006;Eintrach Frankfurt;-4.03;Bundesliga
2006;Kaiserslautern;0.6;Bundesliga
2006;Koln;-5.15;Bundesliga
2006;Duisburg;-2.2;Bundesliga
2005;Arsenal;-8.58;Premier League
2005;Chelsea;-159.1;Premier League
2005;Manchester United;-51.69;Premier League
2005;Liverpool;-33.83;Premier League
2005;Manchester City;6.44;Premier League
2005;Tottenham;-36.63;Premier League
2005;Everton;33.53;Premier League
2005;Bolton Wanderers;-1;Premier League
2005;Middlesbrough;-3.3;Premier League
2005;Aston Villa;-6.72;Premier League
2005;Charlton Atletic;-11.3;Premier League
2005;Birmingham City;-7.62;Premier League
2005;Fulham;-8.75;Premier League
2005;Newcastle;-7.18;Premier League
2005;Blackburn Rovers;-0.175;Premier League
2005;Portsmouth;-4.25;Premier League
2005;West Bromwich Albion;-13.9;Premier League
2005;Crystal Palace;-5.05;Premier League
2005;Norwich City;-8.08;Premier League
2005;Southampton;-1.18;Premier League
2005;Real Madrid;-49.45;La Liga
2005;Barcelona;-63.75;La Liga
2005;Atletico Madrid;-17.6;La Liga
2005;Sevilla;-11.53;La Liga
2005;Valencia;-32;La Liga
2005;Athletic Bilbao;0;La Liga
2005;Villareal;-6.08;La Liga
2005;Real Betis;-10.95;La Liga
2005;Espanyol;-2.86;La Liga
2005;Deportivo La Coruna;-2.8;La Liga
2005;Malaga;2.95;La Liga
2005;Real Zaragoza;-3.85;La Liga
2005;Getafe;0;La Liga
2005;Real Sociedad;10.05;La Liga
2005;Osasuna;0;La Liga
2005;Racing;-1.14;La Liga
2005;Mallorca;23.1;La Liga
2005;Levante;-3.4;La Liga
2005;Numancia;-0.09;La Liga
2005;Albacete;3;La Liga
2005;Inter;13.87;Serie A
2005;Milan;1.2;Serie A
2005;Roma;18.19;Serie A
2005;Lazio;28;Serie A
2005;Udinese;2.1;Serie A
2005;Sampdoria;-3.2;Serie A
2005;Palermo;-14.03;Serie A
2005;Messina;-0.9;Serie A
2005;Livorno;5.9;Serie A
2005;Reggina;3.3;Serie A
2005;Lecce;27.46;Serie A
2005;Cagliari;-0.7;Serie A
2005;Siena;-0.1;Serie A
2005;Chievo Verona;8.7;Serie A
2005;Fiorentina;-47.5;Serie A
2005;Bologna;-0.32;Serie A
2005;Parma;22.62;Serie A
2005;Brescia;19.75;Serie A
2005;Atalanta;2.48;Serie A
2005;Juventus;-25.67;Serie A
2005;Paris Saint Germain;-10.5;Ligue 1
2005;Lyon;-3.75;Ligue 1
2005;Marseille;22.1;Ligue 1
2005;Lille;9.74;Ligue 1
2005;Monaco;0.5;Ligue 1
2005;Rennes;8.8;Ligue 1
2005;Saint Etienne;-1.2;Ligue 1
2005;Lens;7.5;Ligue 1
2005;Auxerre;24;Ligue 1
2005;Sochaux;8.6;Ligue 1
2005;Strasbourg;0.35;Ligue 1
2005;Nice;1.45;Ligue 1
2005;Toulouse;-2.5;Ligue 1
2005;Ajaccio;-0.195;Ligue 1
2005;Bordeaux;6.44;Ligue 1
2005;Metz;4.85;Ligue 1
2005;Nantes;13.1;Ligue 1
2005;Caen;-1.53;Ligue 1
2005;Bastia;0;Ligue 1
2005;Istres;-0.08;Ligue 1
2005;Bayern Munchen;-24.72;Bundesliga
2005;Borussia Dortmund;10.15;Bundesliga
2005;Wolfsburg;-8.5;Bundesliga
2005;Werder Bremen;-2.55;Bundesliga
2005;Hertha;-1.28;Bundesliga
2005;Stuttgart;2.1;Bundesliga
2005;Bayer Leverkusen;12;Bundesliga
2005;Hamburger;-4.75;Bundesliga
2005;Hannover;-1.23;Bundesliga
2005;Mainz;-1.95;Bundesliga
2005;Kaiserslautern;5.45;Bundesliga
2005;Arminia Bielefeld;-1.22;Bundesliga
2005;Nurnberg;-2.1;Bundesliga
2005;Borussia Mochengladbach;-2.34;Bundesliga
2005;Bochum;3.02;Bundesliga
2005;Hansa Rostock;-0.05;Bundesliga
2005;Freiburg;-1.35;Bundesliga
2005;Schalke;-4.6;Bundesliga
2004;Arsenal;-26.37;Premier League
2004;Chelsea;-169.05;Premier League
2004;Manchester United;2.78;Premier League
2004;Liverpool;-15.65;Premier League
2004;Manchester City;-7.64;Premier League
2004;Tottenham;-28;Premier League
2004;Everton;-8.94;Premier League
2004;Aston Villa;-8.09;Premier League
2004;Charlton Atletic;13.5;Premier League
2004;Bolton Wanderers;-0.675;Premier League
2004;Fulham;16.56;Premier League
2004;Birmingham City;-15.15;Premier League
2004;Middlesbrough;-9.08;Premier League
2004;Southampton;1.9;Premier League
2004;Portsmouth;-11.58;Premier League
2004;Blackburn Rovers;12.51;Premier League
2004;Leicester ;-1.14;Premier League
2004;Leeds;16.73;Premier League
2004;Newcastle;5;Premier League
2004;Wolverhampton;-8.73;Premier League
2004;Real Madrid;-4.7;La Liga
2004;Barcelona;-40.95;La Liga
2004;Atletico Madrid;-9.55;La Liga
2004;Sevilla;11.8;La Liga
2004;Valencia;-4;La Liga
2004;Athletic Bilbao;0;La Liga
2004;Deportivo La Coruna;17.25;La Liga
2004;Villareal;-8.05;La Liga
2004;Real Betis;-8.5;La Liga
2004;Malaga;7.7;La Liga
2004;Mallorca;5.3;La Liga
2004;Real Zaragoza;-5.8;La Liga
2004;Osasuna;-2.6;La Liga
2004;Albacete;-0.3;La Liga
2004;Real Sociedad;-4.5;La Liga
2004;Espanyol;-3.2;La Liga
2004;Racing;-0.5;La Liga
2004;Real Valladolid;0;La Liga
2004;Celta de Vigo;1.5;La Liga
2004;Real Murcia;-1.2;La Liga
2004;Inter;-2.59;Serie A
2004;Milan;-2.15;Serie A
2004;Juventus;-30.09;Serie A
2004;Lazio;-9.18;Serie A
2004;Roma;-26.2;Serie A
2004;Parma;55.69;Serie A
2004;Udinese;3.4;Serie A
2004;Sampdoria;-2;Serie A
2004;Chievo Verona;2.1;Serie A
2004;Lecce;0;Serie A
2004;Brescia;14;Serie A
2004;Bologna;9.42;Serie A
2004;Reggina;-4.75;Serie A
2004;Siena;-2.7;Serie A
2004;Perugia;2.5;Serie A
2004;Modena;-3;Serie A
2004;Empoli;4.99;Serie A
2004;Ancona;-0.115;Serie A
2004;Monaco;2.05;Ligue 1
2004;Auxerre;-0.875;Ligue 1
2004;Paris Saint Germain;0.05;Ligue 1
2004;Lyon;-21.35;Ligue 1
2004;Marseille;-7.35;Ligue 1
2004;Lille;-1.1;Ligue 1
2004;Sochaux;-0.425;Ligue 1
2004;Lens;1.1;Ligue 1
2004;Rennes;1.08;Ligue 1
2004;Nice;-0.48;Ligue 1
2004;Bordeaux;5.5;Ligue 1
2004;Strasbourg;3.05;Ligue 1
2004;Metz;3.2;Ligue 1
2004;Ajaccio;0;Ligue 1
2004;Toulouse;0;Ligue 1
2004;Bastia;13;Ligue 1
2004;Guingamp;8.5;Ligue 1
2004;Le Mans;-0.4;Ligue 1
2004;Montpellier;1.5;Ligue 1
2004;Nantes;4.5;Ligue 1
2004;Werder Bremen;-0.29;Bundesliga
2004;Bayer Leverkusen;-0.25;Bundesliga
2004;Bayern Munchen;-22.5;Bundesliga
2004;Borussia Dortmund;-12.87;Bundesliga
2004;Wolfsburg;-11.48;Bundesliga
2004;Stuttgart;-7.65;Bundesliga
2004;Bochum;1.95;Bundesliga
2004;Schalke;0.15;Bundesliga
2004;Hamburger;-1.8;Bundesliga
2004;Hansa Rostock;-0.43;Bundesliga
2004;Borussia Mochengladbach;-2.13;Bundesliga
2004;Hertha;0.475;Bundesliga
2004;Freiburg;-0.011;Bundesliga
2004;Hannover;-4.73;Bundesliga
2004;Kaiserslautern;-3.52;Bundesliga
2004;Eintrach Frankfurt;-0.025;Bundesliga
2004;1860 Munich;1.04;Bundesliga
2004;Koln;-0.1;Bundesliga
